case,case_id,system,system_id,criterion,optimum,variant,span_l_m,qk_kN_m2,description,structural_system,section_type,geometry,materials,floor_buildup,qk_zul_gzt_kN_m2,w_app_mm,f1_Hz,acoustic_verified,GWP_struct [kg-CO2-eq/m2],GWP_total [kg-CO2-eq/m2],h_struct [m],h_total [m],m_struct [kN/m2],m_total [kN/m2],cost_struct [CHF/m2],cost_total [CHF/m2],geom_b,geom_h,geom_d,geom_ds,geom_c_nom,geom_dp,geom_c_nom_pt,geom_A_p,geom_e_support,geom_e_midspan,geom_l_x,geom_l_y,geom_Psx,geom_Psy,geom_pdx,geom_pdy,geom_Px_total,geom_Py_total,geom_b_w,geom_h_w,geom_h_c,geom_a_ribs,geom_s,geom_l0,geom_rebar_d,geom_rebar_s,geom_rebar_layers,geom_as_rebar,geom_a,geom_t2,geom_t3,geom_h_f,mat_readymixedconcrete_mech,mat_readymixedconcrete_product,mat_steelreinforcingbar_mech,mat_steelreinforcingbar_product,mat_prestressingsteel_mech,mat_prestressingsteel_product,mat_wood_mech,mat_wood_product,mat_connectortcc_mech,material_family,material_signature
Office,office,Rectangular concrete,off_rc_flat_columns,SLS2,C25/30' + 'B500B,rc_rec,16,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=1.19996 | d=1.14006 | ds=1.14006 | c_nom=0.02 | x,u: d=40 mm, s=150 mm | x,o: d=40 mm, s=150 mm | y,u: d=40 mm, s=150 mm | y,o: d=40 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=2",ReadyMixedConcrete: C25/30 (27) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm",,3.885,7.3932,True,452.6405011976636,460.4405011976637,1.199964596924905,1.210964596924905,29.99911492312262,30.08711492312262,996.8430453094959,1102.729045309496,1.0,1.19996,1.14006,1.14006,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C25/30,27,B500B,42,,,,,,Concrete,C25/30 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,FIRE,C25/30' + 'B500B,rc_rec,8,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.44058 | d=0.40001 | ds=0.39536 | c_nom=0.02 | x,u: d=14 mm, s=150 mm | x,o: d=23 mm, s=150 mm | y,u: d=14 mm, s=150 mm | y,o: d=23 mm, s=150 mm | shear: d=14 mm, s=150 mm, n=2",ReadyMixedConcrete: C25/30 (27) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,2.1914,9.8796,True,135.4655096785877,156.8495096785877,0.4405796411175849,0.5145796411175849,11.01449102793962,12.42489102793962,310.4106656472531,440.7616656472531,1.0,0.44058,0.40001,0.39536,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C25/30,27,B500B,42,,,,,,Concrete,C25/30 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,FIRE,C25/30' + 'B500B,rc_rec,10,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.6088 | d=0.56601 | ds=0.55584 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=33 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=33 mm, s=150 mm | shear: d=16 mm, s=150 mm, n=2",ReadyMixedConcrete: C25/30 (27) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,2.6674,9.012,True,206.341979575852,227.725979575852,0.6087977965908765,0.6827977965908765,15.21994491477191,16.63034491477191,464.5351372769472,594.8861372769472,1.0,0.6088,0.56601,0.55584,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C25/30,27,B500B,42,,,,,,Concrete,C25/30 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,FIRE,C25/30' + 'B500B,rc_rec,12,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.89996 | d=0.85298 | ds=0.84169 | c_nom=0.02 | x,u: d=16 mm, s=150 mm | x,o: d=38 mm, s=150 mm | y,u: d=16 mm, s=150 mm | y,o: d=38 mm, s=150 mm | shear: d=19 mm, s=150 mm, n=2",ReadyMixedConcrete: C25/30 (27) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,2.3736,9.5126,True,299.1452581563031,320.5292581563031,0.899956851983088,0.9739568519830879,22.4989212995772,23.9093212995772,631.1091935717764,761.4601935717764,1.0,0.89996,0.85298,0.84169,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C25/30,27,B500B,42,,,,,,Concrete,C25/30 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,FIRE,C25/30' + 'B500B,rc_rec,16,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=1.19996 | d=1.14006 | ds=1.14006 | c_nom=0.02 | x,u: d=40 mm, s=150 mm | x,o: d=40 mm, s=150 mm | y,u: d=40 mm, s=150 mm | y,o: d=40 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=2",ReadyMixedConcrete: C25/30 (27) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm",,3.885,7.3932,True,452.6405011976636,460.4405011976637,1.199964596924905,1.210964596924905,29.99911492312262,30.08711492312262,996.8430453094959,1102.729045309496,1.0,1.19996,1.14006,1.14006,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C25/30,27,B500B,42,,,,,,Concrete,C25/30 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,ULS,C30/37' + 'B500B,rc_rec,8,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.39052 | d=0.34156 | ds=0.34348 | c_nom=0.02 | x,u: d=26 mm, s=150 mm | x,o: d=23 mm, s=150 mm | y,u: d=26 mm, s=150 mm | y,o: d=23 mm, s=150 mm | shear: d=16 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,2.6983,8.9033,True,132.5750347763565,153.9590347763565,0.3905193395259694,0.4645193395259694,9.762983488149235,11.17338348814923,396.0125734266996,526.3635734266996,1.0,0.39052,0.34156,0.34348,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,ULS,C30/37' + 'B500B,rc_rec,10,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.5463 | d=0.5 | ds=0.49082 | c_nom=0.02 | x,u: d=15 mm, s=150 mm | x,o: d=34 mm, s=150 mm | y,u: d=15 mm, s=150 mm | y,o: d=34 mm, s=150 mm | shear: d=19 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,3.1775,8.257,True,174.9576311344242,196.3416311344242,0.54629771722343,0.62029771722343,13.65744293058575,15.06784293058575,476.0815634591031,606.4325634591031,1.0,0.5463,0.5,0.49082,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,ULS,C30/37' + 'B500B,rc_rec,12,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.973 | d=0.92811 | ds=0.91774 | c_nom=0.02 | x,u: d=17 mm, s=150 mm | x,o: d=38 mm, s=150 mm | y,u: d=17 mm, s=150 mm | y,o: d=38 mm, s=150 mm | shear: d=16 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm",,1.8025,10.9159,True,278.5996770543028,286.3996770543028,0.9729958570027194,0.9839958570027194,24.32489642506799,24.41289642506798,638.5177653918017,744.4037653918017,1.0,0.973,0.92811,0.91774,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,ULS,C30/37' + 'B500B,rc_rec,16,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=1.19996 | d=1.14006 | ds=1.14006 | c_nom=0.02 | x,u: d=40 mm, s=150 mm | x,o: d=40 mm, s=150 mm | y,u: d=40 mm, s=150 mm | y,o: d=40 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm",,3.6565,7.6207,True,393.2421953021598,401.0421953021598,1.199964596924905,1.210964596924905,29.99911492312262,30.08711492312262,996.8430453094959,1102.729045309496,1.0,1.19996,1.14006,1.14006,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,SLS1,C30/37' + 'B500B,rc_rec,8,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.38917 | d=0.33973 | ds=0.34111 | c_nom=0.02 | x,u: d=25 mm, s=150 mm | x,o: d=23 mm, s=150 mm | y,u: d=25 mm, s=150 mm | y,o: d=23 mm, s=150 mm | shear: d=17 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,2.7194,8.8688,True,130.5225743778327,151.9065743778327,0.389165760886311,0.463165760886311,9.729144022157774,11.13954402215777,387.6216031458391,517.972603145839,1.0,0.38917,0.33973,0.34111,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,SLS1,C30/37' + 'B500B,rc_rec,10,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.57416 | d=0.52872 | ds=0.51935 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=32 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=32 mm, s=150 mm | shear: d=19 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,2.851,8.7169,True,173.7948790168286,195.1788790168286,0.5741558682016745,0.6481558682016745,14.35389670504186,15.76429670504186,450.4568802226108,580.8078802226108,1.0,0.57416,0.52872,0.51935,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,SLS1,C30/37' + 'B500B,rc_rec,12,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.94686 | d=0.90009 | ds=0.89022 | c_nom=0.02 | x,u: d=17 mm, s=150 mm | x,o: d=37 mm, s=150 mm | y,u: d=17 mm, s=150 mm | y,o: d=37 mm, s=150 mm | shear: d=18 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm",,1.9069,10.613,True,271.4420134262926,279.2420134262927,0.9468594606354909,0.9578594606354909,23.67148651588727,23.75948651588727,624.8702875224694,730.7562875224694,1.0,0.94686,0.90009,0.89022,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,SLS1,C30/37' + 'B500B,rc_rec,16,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=1.19996 | d=1.14006 | ds=1.14006 | c_nom=0.02 | x,u: d=40 mm, s=150 mm | x,o: d=40 mm, s=150 mm | y,u: d=40 mm, s=150 mm | y,o: d=40 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm",,3.6565,7.6207,True,393.2421953021598,401.0421953021598,1.199964596924905,1.210964596924905,29.99911492312262,30.08711492312262,996.8430453094959,1102.729045309496,1.0,1.19996,1.14006,1.14006,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,SLS2,C30/37' + 'B500B,rc_rec,8,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.34627 | d=0.3 | ds=0.29515 | c_nom=0.02 | x,u: d=16 mm, s=150 mm | x,o: d=26 mm, s=150 mm | y,u: d=16 mm, s=150 mm | y,o: d=26 mm, s=150 mm | shear: d=18 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,3.5366,7.7769,True,113.0815336227034,134.4655336227034,0.3462743529149759,0.4202743529149759,8.656858822874398,10.0672588228744,339.2047944364874,469.5557944364874,1.0,0.34627,0.3,0.29515,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,SLS2,C30/37' + 'B500B,rc_rec,10,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.54645 | d=0.5 | ds=0.49075 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=32 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=32 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,3.1755,8.2596,True,166.9401680590919,188.324168059092,0.5464522200934151,0.620452220093415,13.66130550233538,15.07170550233538,439.3363384750285,569.6873384750285,1.0,0.54645,0.5,0.49075,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,SLS2,C30/37' + 'B500B,rc_rec,12,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.95518 | d=0.90726 | ds=0.8981 | c_nom=0.02 | x,u: d=17 mm, s=150 mm | x,o: d=35 mm, s=150 mm | y,u: d=17 mm, s=150 mm | y,o: d=35 mm, s=150 mm | shear: d=19 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm",,1.8727,10.7094,True,270.7795037553111,278.5795037553111,0.9551759423967138,0.9661759423967138,23.87939855991785,23.96739855991785,615.7794968410989,721.6654968410988,1.0,0.95518,0.90726,0.8981,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,SLS2,C30/37' + 'B500B,rc_rec,16,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=1.19996 | d=1.14006 | ds=1.14006 | c_nom=0.02 | x,u: d=40 mm, s=150 mm | x,o: d=40 mm, s=150 mm | y,u: d=40 mm, s=150 mm | y,o: d=40 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm",,3.6565,7.6207,True,393.2421953021598,401.0421953021598,1.199964596924905,1.210964596924905,29.99911492312262,30.08711492312262,996.8430453094959,1102.729045309496,1.0,1.19996,1.14006,1.14006,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,FIRE,C30/37' + 'B500B,rc_rec,8,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.34311 | d=0.30001 | ds=0.29219 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=29 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=29 mm, s=150 mm | shear: d=16 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,3.6107,7.6967,True,115.2522875090586,136.6362875090586,0.3431149719904767,0.4171149719904768,8.57787429976192,9.988274299761919,351.426751550921,481.777751550921,1.0,0.34311,0.30001,0.29219,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,FIRE,C30/37' + 'B500B,rc_rec,10,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.59259 | d=0.54881 | ds=0.53889 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=33 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=33 mm, s=150 mm | shear: d=17 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,2.6618,9.0214,True,180.1771362696685,201.5611362696685,0.5925909285376962,0.6665909285376962,14.81477321344241,16.22517321344241,466.1766540844994,596.5276540844994,1.0,0.59259,0.54881,0.53889,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,FIRE,C30/37' + 'B500B,rc_rec,12,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.94818 | d=0.9 | ds=0.89089 | c_nom=0.02 | x,u: d=17 mm, s=150 mm | x,o: d=35 mm, s=150 mm | y,u: d=17 mm, s=150 mm | y,o: d=35 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm",,1.9014,10.6283,True,269.0571412824175,276.8571412824176,0.948183099621703,0.959183099621703,23.70457749054258,23.79257749054258,613.008480601575,718.894480601575,1.0,0.94818,0.9,0.89089,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,FIRE,C30/37' + 'B500B,rc_rec,16,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=1.19996 | d=1.14006 | ds=1.14006 | c_nom=0.02 | x,u: d=40 mm, s=150 mm | x,o: d=40 mm, s=150 mm | y,u: d=40 mm, s=150 mm | y,o: d=40 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (38),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm",,3.6565,7.6207,True,393.2421953021598,401.0421953021598,1.199964596924905,1.210964596924905,29.99911492312262,30.08711492312262,996.8430453094959,1102.729045309496,1.0,1.19996,1.14006,1.14006,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,38,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,ULS,C30/37' + 'B500B,rc_rec,8,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.43741 | d=0.39795 | ds=0.39197 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=25 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=25 mm, s=150 mm | shear: d=13 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,2.0958,10.1024,True,137.9226334403548,159.3066334403549,0.4374100428294062,0.5114100428294062,10.93525107073516,12.34565107073515,327.2698855266824,457.6208855266824,1.0,0.43741,0.39795,0.39197,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,42,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,ULS,C30/37' + 'B500B,rc_rec,10,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.58965 | d=0.54307 | ds=0.53477 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=30 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=30 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,2.6907,8.9728,True,192.2479212525677,213.6319212525677,0.589645916466104,0.6636459164661039,14.7411479116526,16.1515479116526,436.2535131935089,566.6045131935089,1.0,0.58965,0.54307,0.53477,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,42,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,ULS,C30/37' + 'B500B,rc_rec,12,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=1.07802 | d=1.04049 | ds=1.02991 | c_nom=0.02 | x,u: d=18 mm, s=150 mm | x,o: d=39 mm, s=150 mm | y,u: d=18 mm, s=150 mm | y,o: d=39 mm, s=150 mm | shear: d=9 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm",,1.4589,12.1337,True,326.8572758673938,334.6572758673938,1.078020156596735,1.089020156596735,26.95050391491838,27.03850391491838,652.975284380684,758.861284380684,1.0,1.07802,1.04049,1.02991,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,42,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,ULS,C30/37' + 'B500B,rc_rec,16,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=1.19996 | d=1.14006 | ds=1.14006 | c_nom=0.02 | x,u: d=40 mm, s=150 mm | x,o: d=40 mm, s=150 mm | y,u: d=40 mm, s=150 mm | y,o: d=40 mm, s=150 mm | shear: d=20 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm",,3.6565,7.6207,True,446.9521387464276,454.7521387464276,1.199964596924905,1.210964596924905,29.99911492312262,30.08711492312262,996.8430453094959,1102.729045309496,1.0,1.19996,1.14006,1.14006,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,42,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,SLS1,C30/37' + 'B500B,rc_rec,8,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.44221 | d=0.4 | ds=0.39541 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=22 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=22 mm, s=150 mm | shear: d=16 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,2.0456,10.2255,True,132.6770361519152,154.0610361519152,0.4422142096337984,0.5162142096337984,11.05535524084496,12.46575524084496,307.3905695198173,437.7415695198173,1.0,0.44221,0.4,0.39541,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,42,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,SLS1,C30/37' + 'B500B,rc_rec,10,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.56522 | d=0.51951 | ds=0.51012 | c_nom=0.02 | x,u: d=13 mm, s=150 mm | x,o: d=32 mm, s=150 mm | y,u: d=13 mm, s=150 mm | y,o: d=32 mm, s=150 mm | shear: d=19 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,2.9501,8.5693,True,192.208707643975,213.592707643975,0.5652186709909196,0.6392186709909196,14.13046677477299,15.54086677477299,447.8397993751873,578.1907993751872,1.0,0.56522,0.51951,0.51012,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,42,,,,,,Concrete,C30/37 | B500B
Office,office,Rectangular concrete,off_rc_flat_columns,SLS1,C30/37' + 'B500B,rc_rec,12,3,conventionally reinforced,"2-way, full continuity, columns",rc_rec,"section_type=rc_rec | b=1.0 | h=0.8726 | d=0.82531 | ds=0.81392 | c_nom=0.02 | x,u: d=16 mm, s=150 mm | x,o: d=39 mm, s=150 mm | y,u: d=16 mm, s=150 mm | y,o: d=39 mm, s=150 mm | shear: d=19 mm, s=150 mm, n=2",ReadyMixedConcrete: C30/37 (25) | SteelReinforcingBar: B500B (42),"Parkett 2-Schicht werkversiegelt, 11 mm: 11 mm | Glaswolle: 3 mm | Unterlagsboden Zement, 85 mm: 60 mm",,2.3851,9.4895,True,293.3953914261712,314.7793914261712,0.872597106669132,0.946597106669132,21.8149276667283,23.2253276667283,639.4058105952125,769.7568105952125,1.0,0.8726,0.82531,0.81392,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30/37,25,B500B,42,,,,,,Concrete,C30/37 | B500B
